GWNO,EVENT_ID_CNTY,EVENT_ID_NO_CNTY,EVENT_DATE,YEAR,TIME_PRECISION,EVENT_TYPE,ACTOR1,ALLY_ACTOR_1,INTER1,ACTOR2,ALLY_ACTOR_2,INTER2,INTERACTION,COUNTRY,ADMIN1,ADMIN2,ADMIN3,LOCATION,LATITUDE,LONGITUDE,GEO_PRECIS,SOURCE,NOTES,FATALITIES
500,1816UGA,91019,28/04/2003,2003,1,Riots/Protests,Rioters (Sudan),,5,,,0,50,Uganda,Western,Kiryandongo,,Kiryandongo,1.8533,32.0461,1,"All Africa, 5/5/03",people riot over proposed move to another camp,3
500,1817UGA,91020,1/5/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Acholi,Kitgum,,Omiya Anyima,3.2667,33.25,3,"Xinhau, 3/7/03",10 youth abducted,12
500,1819UGA,91022,2/5/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Acholi,Gulu,,Palenga,2.55722,32.36778,2,"New Vision, 4/7/03",food truck ambushed,0
500,1818UGA,91021,2/5/2003,2003,1,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Acholi,Agago,,Pader,3.05,33.2167,1,"New Vision, 4/7/03",helicopter gunships engage rebels,0
500,1822UGA,91025,3/5/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Acholi,Amuru,,Lamogi,2.8333,32.1667,1,"Agence France Presse, 5/6/03",4 people abducted in rebel raid,2
500,1820UGA,91023,3/5/2003,2003,1,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Acholi,Pader,,Acholi-Bur,3.12583,32.91972,1,"Xinhau, 5/7/03",8 abductees rescued in skirmish,0
500,1821UGA,91024,3/5/2003,2003,1,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Acholi,Amuru,,Lamogi,2.8333,32.1667,1,"Xinhau, 5/7/03",10 abductees rescued in battles,2
500,1824UGA,91027,4/5/2003,2003,2,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Lango,Kole,,Alito,2.4044,32.8086,2,"All Africa, 6/12/03",16 children and a catholic priest abducted by LRA,2
500,1823UGA,91026,4/5/2003,2003,1,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Acholi,Gulu,,Gulu,2.76667,32.30556,1,"Xinhau, 6/6/03",6 abducted civilians rescued,2
500,1825UGA,91028,5/5/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Teso,Amuria,,Kapelebyong,2.29333,33.83083,1,"New Vision, 7/8/03","The rebels broke into the Red Cross store in Oditel IDP and stole foods stuffs, drugs and other supplies; also burning the equipment of the NGO, Concern Worldwide and the Uganda Red Cross.",2
500,1826UGA,91029,5/5/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Teso,Katakwi,,Katakwi,1.89111,33.96611,3,"Xinhau, 7/7/03","The LRA: Lord's Resistance Army rebels attacked the eastern Ugandan district of Katakwi and abducted ""a big number"" of people over the weekend,",3
500,1828UGA,91031,7/5/2003,2003,3,Non-violent activity by a conflict actor,LRA: Lord's Resistance Army,,2,,,0,20,Uganda,East Central,Busia,,Busia,0.4544,34.0758,2,"All Africa, 9/10/03",Suspected rebels of the LRA: Lord's Resistance Army are circulating leaflets warning of attacks.,0
500,1827UGA,91030,7/5/2003,2003,1,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Acholi,Kitgum,,Kitgum,3.27833,32.88667,3,"New Vision, 9/5/03",2 rebel commanders killed in skirmish,2
500,1829UGA,91032,7/5/2003,2003,1,Battle-No change of territory,Unidentified Ethnic Militia (Sudan),,4,Dinka Ethnic Militia (Sudan),,4,44,Uganda,West Nile,Koboko,,Koboko,3.4114,30.9867,1,BBC Monitoring,,2
500,1830UGA,91033,8/5/2003,2003,1,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Acholi,Agago,,Pader,3.05,33.2167,2,"Agence France Presse, 10/6/03",battle; no other details,0
500,1831UGA,91034,8/5/2003,2003,1,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Acholi,Agago,,Pader,3.05,33.2167,2,"Agence France Presse, 10/6/03",battle; no other details,0
500,1832UGA,91035,9/5/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Lango,Alebtong,,Aloi,2.25728,33.17778,1,"Reuters News, 11/10/03",rebels attack rural village,0
500,1833UGA,91036,9/5/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Lango,Lira,,Lira,2.235,32.9097,3,"Associated Press Newswires, 11/8/03",rebels raid village,0
500,1834UGA,91037,9/5/2003,2003,1,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Teso,Kaberamaido,,Otuboi,1.89417,33.29889,2,"BBC Monitoring Africa, 11/7/03",army ambushes rebels in church,0
500,1837UGA,91040,11/5/2003,2003,1,Non-violent activity by a conflict actor,LRA: Lord's Resistance Army,,2,,,0,20,Uganda,Acholi,Nwoya,,Koch-Goma,2.59222,32.18667,1,"BBC Monitoring Newsfile, 5/15/03",rebels release 65 abductees,0
500,1835UGA,91038,11/5/2003,2003,1,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Acholi,Gulu,,Gulu,2.76667,32.30556,3,"BBC Monitoring Newsfile, 5/15/03",army frees 83 child abductees in clashes with rebels,0
500,1836UGA,91039,11/5/2003,2003,2,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Acholi,Nwoya,,Gulu District,2.75,32,3,"All Africa, 5/13/03",army attempting to get back youth abducted from catholic seminary; no other details,0
500,1843UGA,91046,12/5/2003,2003,2,Violence against civilians,Civilians (Uganda),,7,Karamajong Ethnic Militia (Uganda),,4,47,Uganda,Elgon,Kween,,Kapchorwa,1.3828,34.5244,3,"All Africa, 5/14/03",attack by cattle rustlers; a splinter group of the Kenyan Pokot (K'jong),22
500,1839UGA,91042,12/5/2003,2003,2,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Acholi,Gulu,,Odek,2.68333,32.71667,2,"Agence France Presse, 5/14/03",3 people also injured in rebel ambush on vehicle,2
500,1838UGA,91041,12/5/2003,2003,1,Violence against civilians,LRA: Lord's Resistance Army,,2,Civilians (Sudan),,7,27,Uganda,Acholi,Kitgum,,Kitgum,3.27833,32.88667,3,All Africa,,2
500,1842UGA,91045,12/5/2003,2003,2,Battle-Non-state actor overtakes territory,Military Forces of Uganda (1986-),,1,Karamajong Ethnic Militia (Uganda),,4,14,Uganda,Elgon,Kween,,Kapchorwa,1.3828,34.5244,3,"All Africa, 5/14/03",army engages cattle rustlers; rustlers overrun detachment,0
500,1840UGA,91043,12/5/2003,2003,2,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Acholi,Lamwo,,Pabibe Trading Centre,3.4667,32.8333,1,"All Africa, 5/14/03",army pushes rebels back from attack on trading center,1
500,1841UGA,91044,12/5/2003,2003,1,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Acholi,Amuru,,Parabongo,2.87,32.18083,2,"BBC Monitoring Africa, 5/15/03",2 rebels captured; 2 civilians rescued in attack,7
500,1844UGA,91047,13/05/2003,2003,2,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Acholi,Gulu,,Gulu,2.76667,32.30556,1,"BBC Monitoring Newsfile, 5/28/03",abducted 44 students from Lacor Seminary,3
500,1845UGA,91048,13/05/2003,2003,2,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Acholi,Lamwo,,Palabek,3.4333,32.5667,2,"BBC Monitoring Newsfile, 5/28/03",mission attacked,3
500,1846UGA,91049,14/05/2003,2003,2,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Acholi,Gulu,,Gulu,2.76667,32.30556,3,"The Australian, 5/28/03",reports that 4 of the 40 children abducted a month earlier from a catholic semenary were beaten to death,2
500,1847UGA,91050,15/05/2003,2003,1,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Acholi,Agago,,Pader,3.05,33.2167,3,"New Vision, 5/23/03",clashes over weekend in the district; 6 rebels surrendered with guns; +22 captives rescued,3
500,1849UGA,91052,17/05/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,SPLA/M: Sudanese People's Liberation Army/Movement,,2,27,Uganda,Acholi,Lamwo,,Lokung,3.6,32.7,1,"New Vision, 5/23/03",rebels later arrested by UPDF,1
500,1848UGA,91051,17/05/2003,2003,1,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Acholi,Pader,,Acholi-Bur,3.12583,32.91972,2,"New Vision, 5/23/03","2 rebels killed in battle, 4 other bodies found later in the bush; guns recovered",6
500,1851UGA,91054,18/05/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Acholi,Nwoya,,Gulu District,2.75,32,3,"New Vision, 5/23/03",local official killed in rebel ambush,1
500,1852UGA,91055,18/05/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,SPLA/M: Sudanese People's Liberation Army/Movement,,2,27,Uganda,Acholi,Lamwo,,Lokung,3.6,32.7,1,"Panafrican News Agency (PANA) Daily Newswire, 6/17/03",two civilians killed in Sudanese rebel raid into Uganda,2
500,1850UGA,91053,18/05/2003,2003,1,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Acholi,Gulu,,Gulu,2.76667,32.30556,3,"New Vision, 5/23/03",rebels attacked army unit - maimed a soldier before retreating,1
500,1853UGA,91056,20/05/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,Karamajong Ethnic Militia (Uganda),,4,47,Uganda,Karamoja,Kotido,,Kotido,2.98056,34.13306,3,"All Africa, 5/27/03",relatives of local official killed in cattle raid by Bokora Karimojong ,2
500,1858UGA,91061,21/05/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Karamoja,Abim,,Abim trading center,2.7333,33.6667,1,"All Africa, 5/27/03","rebels attacked army detach, killing 2 women and 2 students at a nearby secondary school; 9 women abducted in attack",4
500,1859UGA,91062,21/05/2003,2003,1,Battle-No change of territory,Local Defence Unit,,4,LRA: Lord's Resistance Army,,2,24,Uganda,Teso,Amuria,,Kapelebyong,2.29333,33.83083,1,"BBC Monitoring Africa, 5/26/03",2 Local Defence Unit officers killed during rebel raid on IDP camp,2
500,1856UGA,91059,21/05/2003,2003,1,Remote violence,Military Forces of Sudan (1989-),,8,Civilians (Sudan),,7,78,Uganda,Acholi,Kitgum,,Kitgum,3.27833,32.88667,1,Agence France Press(AFP),govt planes bombing villages,0
500,1854UGA,91057,21/05/2003,2003,1,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Acholi,Gulu,,Cwero,2.9475,32.5883,2,"Xinhau, 5/27/03",7 civilians rescued,0
500,1855UGA,91058,21/05/2003,2003,1,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Acholi,Nwoya,,Gulu District,2.75,32,3,"Xinhau, 5/27/03",40 abductees rescued,0
500,1857UGA,91060,21/05/2003,2003,1,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Karamoja,Abim,,Abim army detach,2.7333,33.6667,1,"All Africa, 5/27/03","army pursues rebels after attack, earlier reports said 40 rebels killed out of an attacking force of 200.",40
500,1860UGA,91063,22/05/2003,2003,1,Remote violence,Military Forces of Sudan (1989-),,8,Civilians (Sudan),,7,78,Uganda,Acholi,Kitgum,,Kitgum,3.27833,32.88667,1,Agence France Press(AFP),govt planes bombing villages,0
500,1861UGA,91064,22/05/2003,2003,1,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Lango,Lira,,Lira,2.235,32.9097,3,"Xinhau, 5/27/03","Army kills 2 rebels, pursuing larger group; rescue 32 civilians",2
500,1865UGA,91068,23/05/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Lango,Alebtong,,Alebtong,2.2667,33.2333,1,"All Africa, 5/30/03",the rebels looted drugs from the health centres and abducted people looking after the patients.,0
500,1866UGA,91069,23/05/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Lango,Lira,,Lira,2.235,32.9097,3,"Xinhau, 5/27/03",LRA abducted 6 prisoners,0
500,1862UGA,91065,23/05/2003,2003,1,Remote violence,Military Forces of Sudan (1989-),,8,Civilians (Sudan),,7,78,Uganda,Acholi,Kitgum,,Kitgum,3.27833,32.88667,1,Agence France Press(AFP),govt planes bombing villages,0
500,1863UGA,91066,23/05/2003,2003,1,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Acholi,Gulu,,Odek,2.68333,32.71667,2,"New Vision, 5/31/03",the deceased were part of the of the group that attacked Opit Catholic Mission and stole radio call systems and other items.,0
500,1864UGA,91067,23/05/2003,2003,1,Riots/Protests,Rioters (Uganda),,5,,,0,50,Uganda,Central 2,Mubende,,Kabamba,0.25,31.18333,1,"All Africa, 5/28/03",clashes over land between the Banyoro and the immigrant Bakiga; 25 people arrested; 50 people seriously injured,0
500,1867UGA,91070,24/05/2003,2003,2,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Acholi,Gulu,,Odek,2.68333,32.71667,1,"Xinhau, 5/26/03",rebels attacked a trading center and mission; 50 huts burnt,5
500,1868UGA,91071,24/05/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Lango,Otuke,,Otuke,2.5,33.5833,2,"All Africa, 5/30/03",at least 13 people abducted in attack,6
500,1869UGA,91072,25/05/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Acholi,Gulu,,Odek,2.68333,32.71667,2,"Agence France Presse, 5/28/03",5 people abducted,0
500,1870UGA,91073,25/05/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Acholi,Gulu,,Odek,2.68333,32.71667,2,"Agence France Presse, 5/28/03",7 people abducted,0
500,1871UGA,91074,25/05/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Acholi,Amuru,,Pabbo IDP camp,3,32.15,1,"Agence France Presse, 5/28/03",10 people were abducted ,9
500,1872UGA,91075,25/05/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Acholi,Gulu,,Palenga,2.55722,32.36778,1,"Agence France Presse, 5/28/03",13 people abducted,0
500,1873UGA,91076,25/05/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Lango,Lira,,Lira,2.235,32.9097,3,"Agence France Presse, 5/28/03","at least one person was killed, seven injured and 35 others abducted by LRA rebels ",1
500,1874UGA,91077,26/05/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Acholi,Gulu,,Gulu,2.76667,32.30556,2,"All Africa, 6/16/03",rebels attack and burn bus; 5 girls abducted and released two weeks later,1
500,1875UGA,91078,26/05/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Acholi,Nwoya,,Karuma Falls,2.2667,32.25,2,"Xinhau, 6/4/03",rebels ambush three vehicles,4
500,1876UGA,91079,26/05/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Acholi,Nwoya,,Pajok,2.3667,31.88335,2,"All Africa, 5/30/03","12 others critically injured when rebels attacked and burnt a bus, a fuel truck and another vehicle; 60 people missing after rebel attack",0
500,1877UGA,91080,27/05/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Acholi,Nwoya,,Gulu District,2.75,32,3,"All Africa, 5/30/03",1 other person seriously injured when rebels attacked and burnt a civilian truck,0
500,1879UGA,91082,30/05/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,Karamajong Ethnic Militia (Uganda),,4,47,Uganda,Karamoja,Nakapiripirit,,Namalu,1.7608,34.6081,2,"All Africa, 2/18/03",Pokot warriors raid village; also abduct 400 cows,0
500,1878UGA,91081,30/05/2003,2003,1,Battle-No change of territory,Local Defence Unit,,4,Pokot Ethnic Militia (Kenya),,4,44,Uganda,Acholi,Kitgum,,Kitgum,3.27833,32.88667,3,"BBC Monitoring Africa, 1/16/03",attempt to retrieve stolen cattle from earlier raid,3
500,1881UGA,91084,2/6/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Acholi,Pader,,Lagile Camp,2.71667,32.83333,1,"Agence France Presse, 4/7/03",rebels attack IDP camp; huts also burnt,0
500,1880UGA,91083,2/6/2003,2003,1,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Acholi,Pader,,Lagile Camp,2.71667,32.83333,1,"Agence France Presse, 4/7/03",army engage rebels attacking IDP camp,0
500,1882UGA,91085,4/6/2003,2003,2,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Acholi,Agago,,Pader,3.05,33.2167,2,"BBC Monitoring Africa, 6/6/03",4 abducted students rescued,0
500,1885UGA,91088,6/6/2003,2003,2,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Teso,Amuria,,Abarilera,1.98333,33.83333,2,"Xinhau, 8/8/03",report of rebel attack; no other details,0
500,1887UGA,91090,6/6/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Teso,Amuria,,Achwa,2.04722,33.80833,1,"The Monitor, 8/8/03",cultural leader abducted by rebels during attack,0
500,1883UGA,91086,6/6/2003,2003,3,Headquarters or base established,LRA: Lord's Resistance Army,,2,,,0,20,Uganda,Lango,Otuke,,Otuke,2.5,33.5833,2,"All Africa, 8/6/03",local report of rebel location,0
500,1884UGA,91087,6/6/2003,2003,3,Non-violent activity by a conflict actor,LRA: Lord's Resistance Army,,2,,,0,20,Uganda,Lango,Otuke,,Otuke,2.5,33.5833,2,"All Africa, 8/6/03",reports of rebels tending gardens abandoned by fleeing villagers,0
500,1889UGA,91092,6/6/2003,2003,3,Headquarters or base established,LRA: Lord's Resistance Army,,2,,,0,20,Uganda,Teso,Serere,,Ogwete,1.57667,33.51556,1,"All Africa, 8/6/03", LRA rebels have been active in Ogwete village in Atira parish on Lira-Katakwi border where they have been camped for two months.,0
500,1886UGA,91089,6/6/2003,2003,1,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Teso,Amuria,,Achwa,2.04722,33.80833,1,"Xinhau, 8/8/03",Air and ground attacks by army,0
500,1888UGA,91091,6/6/2003,2003,1,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Teso,Katakwi,,Katakwi,1.89111,33.96611,3,"Xinhau, 8/8/03",arms recovered from rebels,0
500,1891UGA,91094,7/6/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Lango,Lira,,Lira,2.235,32.9097,3,"Agence France Presse, 9/7/03",rebels ambush government vehicles,1
500,1890UGA,91093,7/6/2003,2003,1,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Acholi,Pader,,Goma Hills,3.1,32.66667,2,"Agence France Presse, 9/7/03",11 children rescued from rebels,0
500,1892UGA,91095,9/6/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Lango,Lira,,Lira,2.235,32.9097,3,"Panafrican News Agency,11/12/03","widespread rebel attacks on rural villages in the district over two days; estimates of 10,000 people flee to Lira town. Rebels burning homes.",0
500,1894UGA,91097,10/6/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Lango,Alebtong,,Amugo,2.08167,33.33611,2,BBC Monitoring Africa,"Rebels attacked a civilian camp, killing three.",3
500,1893UGA,91096,10/6/2003,2003,1,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Lango,Alebtong,,Amugo,2.08167,33.33611,2,BBC Monitoring Africa,Army killed three rebels who were fleeing after a raid on a civilian camp.,3
500,1896UGA,91099,11/6/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Acholi,Gulu,,Aromo sub-county,2.65,32.81667,2,"BBC Monitoring Africa, 6/15/03",civlians killed during rebel raid of trading center; at least 200 homes burnt; unknown number of people abducted,20
500,1898UGA,91101,11/6/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Teso,Amuria,,Kapelebyong,2.29333,33.83083,2,"All Africa, 6/18/03",rebel commander Charles Tabuley reportedly led attack,2
500,1897UGA,91100,11/6/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,SPLA/M: Sudanese People's Liberation Army/Movement,,2,27,Uganda,Acholi,Lamwo,,Lokung,3.6,32.7,1,"All Africa, 6/18/03","about five Sudanese, three of whom reportedly had guns, while the others were armed with pangas and knives",1
500,1895UGA,91098,11/6/2003,2003,1,Battle-No change of territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Acholi,Gulu,,Aromo sub-county,2.65,32.81667,2,"BBC Monitoring Africa, 6/15/03",army kills one rebel commander and 2 others,3
500,1899UGA,91102,12/6/2003,2003,2,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Lango,Lira,,Lira,2.235,32.9097,3,"All Africa, 6/20/03",rebels behead a group of civilians,6
500,1900UGA,91103,12/6/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Lango,Lira,,Lira,2.235,32.9097,3,"All Africa, 6/30/03",LRA rebels attacked Bulung Comprehensive Secondary and Technical School and abducted about 100 students most of whom are still unaccounted for.,7
500,1901UGA,91104,13/06/2003,2003,2,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Lango,Kole,,Alito,2.4044,32.8086,2,"All Africa, 6/20/03",80-100 huts were also set ablaze; local newspapers reporting that 100 abducted and between 400-500 huts burnt down by the rebels; army states lower numbers,1
500,1902UGA,91105,13/06/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Lango,Lira,,Lira,2.235,32.9097,3,"All Africa, 6/18/03",over 100 people also abducted,2
500,1904UGA,91107,13/06/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Teso,Amuria,,Kapelebyong,2.29333,33.83083,2,"Xinhau, 6/21/03","Rebels also burnt over 100 grass-thatched huts and displaced over 5,000 local residents.",3
500,1903UGA,91106,13/06/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,Military Forces of Uganda (1986-),,1,17,Uganda,Lango,Lira,,Lira,2.235,32.9097,1,"All Africa, 6/20/03","suspected rebel spy, dressed as army soldier arrested; panic over potential rebel attack caused civilians to flee town",3
500,1905UGA,91108,14/06/2003,2003,2,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Acholi,Gulu,,Gulu,2.76667,32.30556,3,"Agence France Presse, 6/17/03",rebels burn a lorry; no reports of deaths,0
500,1906UGA,91109,14/06/2003,2003,2,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Lango,Lira,,Lira,2.235,32.9097,3,"The Monitor, 6/16/03",15 students abducted from secondary school,0
500,1907UGA,91110,14/06/2003,2003,2,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Lango,Lira,,Lira,2.235,32.9097,3,"The Monitor, 6/16/03",17 people abducted,0
500,1908UGA,91111,14/06/2003,2003,2,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Lango,Lira,,Lira,2.235,32.9097,3,"The Monitor, 6/16/03",40 people abducted,0
500,1909UGA,91112,14/06/2003,2003,2,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Lango,Lira,,Lira,2.235,32.9097,3,"The Monitor, 6/16/03",8 people abducted by rebels,0
500,1914UGA,91117,14/06/2003,2003,1,Violence against civilians,Civilians (Uganda),,7,LRA: Lord's Resistance Army,,2,27,Uganda,Teso,Amuria,,Kapelebyong,2.29333,33.83083,2,"All Africa, 6/17/03","rebels attacked twice in one day: killing 1 person, abducting 65 and looting food and drugs from a health center before returning, killing three more people and burning down 12 homes.",4
500,1910UGA,91113,14/06/2003,2003,2,Headquarters or base established,LRA: Lord's Resistance Army,,2,,,0,20,Uganda,Teso,Amuria,,Amuria,2.00361,33.65111,1,"All Africa, 6/19/03",reports of rebel camps; rebels making tents,0
500,1912UGA,91115,14/06/2003,2003,1,Headquarters or base established,LRA: Lord's Resistance Army,,2,,,0,20,Uganda,Teso,Amuria,,Kapelebyong,2.29333,33.83083,2,"New Vision, 6/20/03",rebel enter and camp in district,0
500,1913UGA,91116,14/06/2003,2003,1,Non-violent activity by a conflict actor,LRA: Lord's Resistance Army,,2,,,0,20,Uganda,Teso,Amuria,,Kapelebyong,2.29333,33.83083,2,"All Africa, 6/18/03","According to the leaflets, the LRA would continue fighting the government to end the killings of innocent people in northern Uganda. The leaflets said that the government is arming Karimojong warriors to grab the wealth of the Acholi, Langi, Iteso and the Kumam; two-page leaflets are written in Acholi and English.",0
500,1911UGA,91114,14/06/2003,2003,1,Battle-Non-state actor overtakes territory,Military Forces of Uganda (1986-),,1,LRA: Lord's Resistance Army,,2,12,Uganda,Teso,Amuria,,Kapelebyong,2.29333,33.83083,2,"All Africa, 6/17/03",reports that LRA overran army unit protecting IDP camp,0
500,1921UGA,91124,15/06/2003,2003,1,Violence against civilians,Civilians (Sudan),,7,LRA: Lord's Resistance Army,,2,27,Uganda,West Nile,Adjumani,,Adjumani,3.36139,31.80972,1,"All Africa, 6/19/03",12 children abducted from orphanage,1
